2022-03-17 17:09:46,369 root         INFO     starting...
[['./develop/acorn/gfortran/10.3.0/O/mpi/8.1.7/lib/esmf.mk:17:ESMF_VERSION_STRING_GIT=v8.3.0b09-3-ge20ebbf11d', "./develop/acorn/gfortran/10.3.0/O/mpi/8.1.7/lib/esmf.mk:37:ESMF_F90COMPILECPPFLAGS=-DESMF_NO_INTEGER_1_BYTE -DESMF_NO_INTEGER_2_BYTE -DESMF_VERSION_STRING_GIT='v8.3.0b09-3-ge20ebbf11d' -DESMF_MOAB=1 -DESMF_LAPACK=1 -DESMF_LAPACK_INTERNAL=1 -DESMF_NO_ACC_SOFTWARE_STACK=1 -DESMF_NETCDF=1 -DESMF_YAMLCPP=1 -DESMF_YAML=1 -DESMF_PIO=1 -DESMF_MPIIO -DESMF_NO_OPENACC -DESMF_TESTEXHAUSTIVE -DESMF_BOPT_O -DESMF_TESTCOMPTUNNEL -DESMF_TESTWITHTHREADS -DS64=1 -DESMF_OS_Unicos=1 -DESMF_COMM=mpi -DESMF_DIR=/lfs/h1/emc/ptmp/Mark.Potts/gfortran_10.3.0_mpi_O_develop", "./develop/acorn/gfortran/10.3.0/O/mpi/8.1.7/lib/esmf.mk:56:ESMF_CXXCOMPILECPPFLAGS=-DESMF_NO_INTEGER_1_BYTE -DESMF_NO_INTEGER_2_BYTE -DESMF_VERSION_STRING_GIT='v8.3.0b09-3-ge20ebbf11d' -DESMF_MOAB=1 -DESMF_LAPACK=1 -DESMF_LAPACK_INTERNAL=1 -DESMF_NO_ACC_SOFTWARE_STACK=1 -DESMF_NETCDF=1 -DESMF_YAMLCPP=1 -DESMF_YAML=1 -DESMF_PIO=1 -DESMF_MPIIO -DESMF_NO_OPENACC -DESMF_TESTEXHAUSTIVE -DESMF_BOPT_O -DESMF_TESTCOMPTUNNEL -DESMF_TESTWITHTHREADS -DS64=1 -DESMF_OS_Unicos=1 -DESMF_COMM=mpi -DESMF_DIR=/lfs/h1/emc/ptmp/Mark.Potts/gfortran_10.3.0_mpi_O_develop -D__SDIR__='' -DESMF_CXXSTD=11 -DESMF_NO_POSIXIPC", './develop/acorn/gfortran/10.3.0/O/mpi/8.1.7/summary.dat:5:git hash = v8.3.0b09-3-ge20ebbf', './develop/acorn/gfortran/10.3.0/O/mpi/8.1.7/summary.dat:30:v8.3.0b09-3-ge20ebbf11d', "./develop/acorn/gfortran/10.3.0/O/mpi/8.1.7/summary.dat:187:ESMF_F90COMPILECPPFLAGS: -DESMF_NO_INTEGER_1_BYTE -DESMF_NO_INTEGER_2_BYTE -DESMF_VERSION_STRING_GIT='v8.3.0b09-3-ge20ebbf11d' -DESMF_MOAB=1 -DESMF_LAPACK=1 -DESMF_LAPACK_INTERNAL=1 -DESMF_NO_ACC_SOFTWARE_STACK=1 -DESMF_NETCDF=1 -DESMF_YAMLCPP=1 -DESMF_YAML=1 -DESMF_PIO=1 -DESMF_MPIIO -DESMF_NO_OPENACC -DESMF_TESTEXHAUSTIVE -DESMF_BOPT_O -DESMF_TESTCOMPTUNNEL -DESMF_TESTWITHTHREADS -DS64=1 -DESMF_OS_Unicos=1 -DESMF_COMM=mpi -DESMF_DIR=/lfs/h1/emc/ptmp/Mark.Potts/gfortran_10.3.0_mpi_O_develop", "./develop/acorn/gfortran/10.3.0/O/mpi/8.1.7/summary.dat:204:ESMF_CXXCOMPILECPPFLAGS: -DESMF_NO_INTEGER_1_BYTE -DESMF_NO_INTEGER_2_BYTE -DESMF_VERSION_STRING_GIT='v8.3.0b09-3-ge20ebbf11d' -DESMF_MOAB=1 -DESMF_LAPACK=1 -DESMF_LAPACK_INTERNAL=1 -DESMF_NO_ACC_SOFTWARE_STACK=1 -DESMF_NETCDF=1 -DESMF_YAMLCPP=1 -DESMF_YAML=1 -DESMF_PIO=1 -DESMF_MPIIO -DESMF_NO_OPENACC -DESMF_TESTEXHAUSTIVE -DESMF_BOPT_O -DESMF_TESTCOMPTUNNEL -DESMF_TESTWITHTHREADS -DS64=1 -DESMF_OS_Unicos=1 -DESMF_COMM=mpi -DESMF_DIR=/lfs/h1/emc/ptmp/Mark.Potts/gfortran_10.3.0_mpi_O_develop -D__SDIR__='' -DESMF_CXXSTD=11 -DESMF_NO_POSIXIPC", './develop/acorn/gfortran/10.3.0/O/mpi/8.1.7/out/test.log:5:v8.3.0b09-3-ge20ebbf11d', "./develop/acorn/gfortran/10.3.0/O/mpi/8.1.7/out/test.log:162:ESMF_F90COMPILECPPFLAGS: -DESMF_NO_INTEGER_1_BYTE -DESMF_NO_INTEGER_2_BYTE -DESMF_VERSION_STRING_GIT='v8.3.0b09-3-ge20ebbf11d' -DESMF_MOAB=1 -DESMF_LAPACK=1 -DESMF_LAPACK_INTERNAL=1 -DESMF_NO_ACC_SOFTWARE_STACK=1 -DESMF_NETCDF=1 -DESMF_YAMLCPP=1 -DESMF_YAML=1 -DESMF_PIO=1 -DESMF_MPIIO -DESMF_NO_OPENACC -DESMF_TESTEXHAUSTIVE -DESMF_BOPT_O -DESMF_TESTCOMPTUNNEL -DESMF_TESTWITHTHREADS -DS64=1 -DESMF_OS_Unicos=1 -DESMF_COMM=mpi -DESMF_DIR=/lfs/h1/emc/ptmp/Mark.Potts/gfortran_10.3.0_mpi_O_develop", "./develop/acorn/gfortran/10.3.0/O/mpi/8.1.7/out/test.log:179:ESMF_CXXCOMPILECPPFLAGS: -DESMF_NO_INTEGER_1_BYTE -DESMF_NO_INTEGER_2_BYTE -DESMF_VERSION_STRING_GIT='v8.3.0b09-3-ge20ebbf11d' -DESMF_MOAB=1 -DESMF_LAPACK=1 -DESMF_LAPACK_INTERNAL=1 -DESMF_NO_ACC_SOFTWARE_STACK=1 -DESMF_NETCDF=1 -DESMF_YAMLCPP=1 -DESMF_YAML=1 -DESMF_PIO=1 -DESMF_MPIIO -DESMF_NO_OPENACC -DESMF_TESTEXHAUSTIVE -DESMF_BOPT_O -DESMF_TESTCOMPTUNNEL -DESMF_TESTWITHTHREADS -DS64=1 -DESMF_OS_Unicos=1 -DESMF_COMM=mpi -DESMF_DIR=/lfs/h1/emc/ptmp/Mark.Potts/gfortran_10.3.0_mpi_O_develop -D__SDIR__='' -DESMF_CXXSTD=11 -DESMF_NO_POSIXIPC", './develop/acorn/gfortran/10.3.0/O/mpi/8.1.7/out/test.log:222:CC -c -std=c++11 -O -DNDEBUG -fPIC -DESMF_LOWERCASE_SINGLEUNDERSCORE -pthread  -fopenmp -I/lfs/h1/emc/ptmp/Mark.Potts/gfortran_10.3.0_mpi_O_develop/src/prologue/tests -I/lfs/h1/emc/ptmp/Mark.Potts/gfortran_10.3.0_mpi_O_develop/src/prologue/tests/../include -I/lfs/h1/emc/ptmp/Mark.Potts/gfortran_10.3.0_mpi_O_develop/build_config/Unicos.gfortran.default -I/lfs/h1/emc/ptmp/Mark.Potts/gfortran_10.3.0_mpi_O_develop/src/Infrastructure -I/lfs/h1/emc/ptmp/Mark.Potts/gfortran_10.3.0_mpi_O_develop/src/Superstructure -I/lfs/h1/emc/ptmp/Mark.Potts/gfortran_10.3.0_mpi_O_develop/src/Infrastructure/stubs/pthread  -I/lfs/h1/emc/ptmp/Mark.Potts/gfortran_10.3.0_mpi_O_develop/src/include  -I/apps/prod/netcdf-hdf5parallel/4.7.4/gcc/10.2.0/cray-mpich/8.1.4/include -I/lfs/h1/emc/ptmp/Mark.Potts/gfortran_10.3.0_mpi_O_develop/src/prologue/yaml-cpp/include -DESMF_NO_INTEGER_1_BYTE -DESMF_NO_INTEGER_2_BYTE -DESMF_VERSION_STRING_GIT=\'"v8.3.0b09-3-ge20ebbf11d"\' -DESMF_MOAB=1 -DESMF_LAPACK=1 -DESMF_LAPACK_INTERNAL=1 -DESMF_NO_ACC_SOFTWARE_STACK=1 -DESMF_NETCDF=1 -DESMF_YAMLCPP=1 -DESMF_YAML=1 -DESMF_PIO=1 -DESMF_MPIIO -DESMF_NO_OPENACC -DESMF_TESTEXHAUSTIVE -DESMF_BOPT_O -DESMF_TESTCOMPTUNNEL -DESMF_TESTWITHTHREADS -DS64=1 -DESMF_OS_Unicos=1 -DESMF_COMM=mpi -DESMF_DIR=/lfs/h1/emc/ptmp/Mark.Potts/gfortran_10.3.0_mpi_O_develop -D__SDIR__=\'"src/prologue/tests"\' -DESMF_CXXSTD=11 -DESMF_NO_POSIXIPC ESMCI_StringSubr.C -o ESMCI_StringSubr.o']]
2022-03-17 17:09:51,098 root         DEBUG    finished reading logs
2022-03-17 17:09:51,098 root         INFO     missing summary data for v8.3.0b09, develop [acorn]
2022-03-17 17:09:51,098 root         INFO     finished summaries for branch develop on machine acorn
2022-03-17 17:09:51,098 root         INFO     generating summaries for jedwards/pio_update, [acorn]
2022-03-17 17:09:51,098 root         DEBUG    checking out acorn
2022-03-17 17:09:51,688 root         DEBUG    pulling from acorn
2022-03-17 17:09:52,037 root         INFO     finished summaries for branch jedwards/pio_update, on machine acorn
2022-03-17 17:09:52,038 root         INFO     generating summaries for jedwards/pio_update2 [acorn]
2022-03-17 17:09:52,038 root         DEBUG    checking out acorn
2022-03-17 17:09:52,054 root         DEBUG    pulling from acorn
2022-03-17 17:09:52,383 root         INFO     processing hash [0: v8.3.0b09-100-g5ff85a9]
2022-03-17 17:09:52,384 root         DEBUG    generating summary for [v8.3.0b09-100-g5ff85a9]
2022-03-17 17:09:52,384 root         DEBUG    fetching matching logs to determine build pass/fail
2022-03-17 17:09:52,483 root         DEBUG    matching logs: 0
2022-03-17 17:09:52,483 root         DEBUG    fetching matching summaries to extract test results
2022-03-17 17:09:52,499 root         DEBUG    matching summaries: 0
2022-03-17 17:09:52,699 root         ERROR    could not verify matches, grep returned 18 ...
[['./output.txt:1383:v8.3.0b09-100-g5ff85a9', './output.txt:1393:v8.3.0b09-100-g5ff85a9', './output.txt:1403:v8.3.0b09-100-g5ff85a9', './output.txt:1413:v8.3.0b09-100-g5ff85a9', './output.txt:1423:v8.3.0b09-100-g5ff85a9', './output.txt:1433:v8.3.0b09-100-g5ff85a9', './summary_output.txt:65:git hash = v8.3.0b09-100-g5ff85a9', './summary_output.txt:75:git hash = v8.3.0b09-100-g5ff85a9', './summary_output.txt:85:git hash = v8.3.0b09-100-g5ff85a9', './summary_output.txt:95:git hash = v8.3.0b09-100-g5ff85a9', './summary_output.txt:105:git hash = v8.3.0b09-100-g5ff85a9']]
2022-03-17 17:09:52,699 root         DEBUG    finished reading logs
2022-03-17 17:09:52,699 root         INFO     missing summary data for v8.3.0b09-100-g5ff85a9, jedwards/pio_update2 [acorn]
2022-03-17 17:09:52,699 root         INFO     processing hash [1: v8.3.0b09-96-g559b459]
2022-03-17 17:09:52,699 root         DEBUG    generating summary for [v8.3.0b09-96-g559b459]
2022-03-17 17:09:52,699 root         DEBUG    fetching matching logs to determine build pass/fail
2022-03-17 17:09:52,779 root         DEBUG    matching logs: 0
2022-03-17 17:09:52,779 root         DEBUG    fetching matching summaries to extract test results
2022-03-17 17:09:52,795 root         DEBUG    matching summaries: 0
2022-03-17 17:09:52,946 root         DEBUG    finished reading logs
2022-03-17 17:09:52,946 root         INFO     missing summary data for v8.3.0b09-96-g559b459, jedwards/pio_update2 [acorn]
2022-03-17 17:09:52,946 root         INFO     processing hash [2: v8.3.0b08-93-g7b74714]
2022-03-17 17:09:52,946 root         DEBUG    generating summary for [v8.3.0b08-93-g7b74714]
2022-03-17 17:09:52,946 root         DEBUG    fetching matching logs to determine build pass/fail
2022-03-17 17:09:53,028 root         DEBUG    matching logs: 0
2022-03-17 17:09:53,029 root         DEBUG    fetching matching summaries to extract test results
2022-03-17 17:09:53,044 root         DEBUG    matching summaries: 0
2022-03-17 17:09:53,198 root         DEBUG    finished reading logs
2022-03-17 17:09:53,198 root         INFO     missing summary data for v8.3.0b08-93-g7b74714, jedwards/pio_update2 [acorn]
2022-03-17 17:09:53,198 root         INFO     processing hash [3: v8.3.0b08-90-g763a128]
2022-03-17 17:09:53,198 root         DEBUG    generating summary for [v8.3.0b08-90-g763a128]
2022-03-17 17:09:53,198 root         DEBUG    fetching matching logs to determine build pass/fail
2022-03-17 17:09:53,279 root         DEBUG    matching logs: 0
2022-03-17 17:09:53,279 root         DEBUG    fetching matching summaries to extract test results
2022-03-17 17:09:53,295 root         DEBUG    matching summaries: 0
2022-03-17 17:09:53,439 root         DEBUG    finished reading logs
2022-03-17 17:09:53,439 root         INFO     missing summary data for v8.3.0b08-90-g763a128, jedwards/pio_update2 [acorn]
2022-03-17 17:09:53,439 root         INFO     finished summaries for branch jedwards/pio_update2 on machine acorn
2022-03-17 17:09:53,439 root         INFO     generating summaries for develop [cheyenne]
2022-03-17 17:09:53,439 root         DEBUG    checking out cheyenne
2022-03-17 17:09:56,337 root         DEBUG    pulling from cheyenne
2022-03-17 17:09:56,662 root         INFO     processing hash [0: v8.3.0b09-3-ge20ebbf]
2022-03-17 17:09:56,662 root         DEBUG    generating summary for [v8.3.0b09-3-ge20ebbf]
2022-03-17 17:09:56,662 root         DEBUG    fetching matching logs to determine build pass/fail
2022-03-17 17:09:56,812 root         DEBUG    matching logs: 0
2022-03-17 17:09:56,812 root         DEBUG    fetching matching summaries to extract test results
2022-03-17 17:09:56,854 root         DEBUG    matching summaries: 0
2022-03-17 17:09:57,434 root         ERROR    could not verify matches, grep returned 25 ...
[['./develop/cheyenne/gfortran/10.1.0/O/openmpi/4.0.5/summary.dat:5:git hash = v8.3.0b09-3-ge20ebbf', './develop/cheyenne/gfortran/10.1.0/O/mpt/2.23/summary.dat:5:git hash = v8.3.0b09-3-ge20ebbf', './develop/cheyenne/gfortran/7.4.0/O/openmpi/4.0.3/summary.dat:5:git hash = v8.3.0b09-3-ge20ebbf', './develop/cheyenne/gfortran/9.1.0/O/openmpi/4.0.5/summary.dat:5:git hash = v8.3.0b09-3-ge20ebbf', './develop/cheyenne/gfortran/9.1.0/O/mpt/2.22/summary.dat:5:git hash = v8.3.0b09-3-ge20ebbf', './develop/cheyenne/intel/18.0.5/O/openmpi/3.1.4/summary.dat:5:git hash = v8.3.0b09-3-ge20ebbf', './develop/cheyenne/intel/18.0.5/O/mpt/2.19/summary.dat:5:git hash = v8.3.0b09-3-ge20ebbf', './develop/cheyenne/intel/18.0.5/O/intelmpi/2018.4.274/summary.dat:5:git hash = v8.3.0b09-3-ge20ebbf', './develop/cheyenne/intel/18.0.5/O/mpiuni/none/summary.dat:5:git hash = v8.3.0b09-3-ge20ebbf', './develop/cheyenne/intel/18.0.5/g/openmpi/3.1.4/summary.dat:5:git hash = v8.3.0b09-3-ge20ebbf', './develop/cheyenne/intel/18.0.5/g/mpt/2.19/summary.dat:5:git hash = v8.3.0b09-3-ge20ebbf']]
2022-03-17 17:09:57,434 root         DEBUG    finished reading logs
2022-03-17 17:09:57,434 root         INFO     missing summary data for v8.3.0b09-3-ge20ebbf, develop [cheyenne]
2022-03-17 17:09:57,434 root         INFO     processing hash [1: v8.3.0b09-2-g2a2241b]
2022-03-17 17:09:57,434 root         DEBUG    generating summary for [v8.3.0b09-2-g2a2241b]
2022-03-17 17:09:57,434 root         DEBUG    fetching matching logs to determine build pass/fail
2022-03-17 17:09:57,569 root         DEBUG    matching logs: 0
2022-03-17 17:09:57,569 root         DEBUG    fetching matching summaries to extract test results
2022-03-17 17:09:57,611 root         DEBUG    matching summaries: 0
2022-03-17 17:09:58,095 root         DEBUG    finished reading logs
2022-03-17 17:09:58,095 root         INFO     missing summary data for v8.3.0b09-2-g2a2241b, develop [cheyenne]
2022-03-17 17:09:58,096 root         INFO     processing hash [2: v8.3.0b09]
2022-03-17 17:09:58,096 root         DEBUG    generating summary for [v8.3.0b09]
2022-03-17 17:09:58,096 root         DEBUG    fetching matching logs to determine build pass/fail
2022-03-17 17:09:58,227 root         DEBUG    matching logs: 0
2022-03-17 17:09:58,227 root         DEBUG    fetching matching summaries to extract test results
2022-03-17 17:09:58,272 root         DEBUG    matching summaries: 0
2022-03-17 17:09:59,209 root         ERROR    could not verify matches, grep returned 73868 ...
[['./develop/cheyenne/gfortran/10.1.0/O/openmpi/4.0.5/lib/esmf.mk:17:ESMF_VERSION_STRING_GIT=v8.3.0b09-3-ge20ebbf11d', "./develop/cheyenne/gfortran/10.1.0/O/openmpi/4.0.5/lib/esmf.mk:37:ESMF_F90COMPILECPPFLAGS=-DESMF_NO_INTEGER_1_BYTE -DESMF_NO_INTEGER_2_BYTE -DESMF_VERSION_STRING_GIT='v8.3.0b09-3-ge20ebbf11d' -DESMF_MOAB=1 -DESMF_LAPACK=1 -DESMF_LAPACK_INTERNAL=1 -DESMF_NO_ACC_SOFTWARE_STACK=1 -DESMF_NETCDF=1 -DESMF_YAMLCPP=1 -DESMF_YAML=1 -DESMF_PIO=1 -DESMF_MPIIO -DESMF_NO_OPENACC -DESMF_TESTEXHAUSTIVE -DESMF_BOPT_O -DESMF_TESTCOMPTUNNEL -DESMF_TESTWITHTHREADS -DSx86_64_small=1 -DESMF_OS_Linux=1 -DESMF_COMM=openmpi -DESMF_DIR=/glade/scratch/rlong/esmf-testing/gfortran_10.1.0_openmpi_O_develop", "./develop/cheyenne/gfortran/10.1.0/O/openmpi/4.0.5/lib/esmf.mk:56:ESMF_CXXCOMPILECPPFLAGS=-DESMF_NO_INTEGER_1_BYTE -DESMF_NO_INTEGER_2_BYTE -DESMF_VERSION_STRING_GIT='v8.3.0b09-3-ge20ebbf11d' -DESMF_MOAB=1 -DESMF_LAPACK=1 -DESMF_LAPACK_INTERNAL=1 -DESMF_NO_ACC_SOFTWARE_STACK=1 -DESMF_NETCDF=1 -DESMF_YAMLCPP=1 -DESMF_YAML=1 -DESMF_PIO=1 -DESMF_MPIIO -DESMF_NO_OPENACC -DESMF_TESTEXHAUSTIVE -DESMF_BOPT_O -DESMF_TESTCOMPTUNNEL -DESMF_TESTWITHTHREADS -DSx86_64_small=1 -DESMF_OS_Linux=1 -DESMF_COMM=openmpi -DESMF_DIR=/glade/scratch/rlong/esmf-testing/gfortran_10.1.0_openmpi_O_develop -D__SDIR__='' -DESMF_CXXSTD=11 -DESMF_NO_SIGUSR2", './develop/cheyenne/gfortran/10.1.0/O/openmpi/4.0.5/summary.dat:5:git hash = v8.3.0b09-3-ge20ebbf', './develop/cheyenne/gfortran/10.1.0/O/openmpi/4.0.5/summary.dat:25:v8.3.0b09-3-ge20ebbf11d', "./develop/cheyenne/gfortran/10.1.0/O/openmpi/4.0.5/summary.dat:175:ESMF_F90COMPILECPPFLAGS: -DESMF_NO_INTEGER_1_BYTE -DESMF_NO_INTEGER_2_BYTE -DESMF_VERSION_STRING_GIT='v8.3.0b09-3-ge20ebbf11d' -DESMF_MOAB=1 -DESMF_LAPACK=1 -DESMF_LAPACK_INTERNAL=1 -DESMF_NO_ACC_SOFTWARE_STACK=1 -DESMF_NETCDF=1 -DESMF_YAMLCPP=1 -DESMF_YAML=1 -DESMF_PIO=1 -DESMF_MPIIO -DESMF_NO_OPENACC -DESMF_TESTEXHAUSTIVE -DESMF_BOPT_O -DESMF_TESTCOMPTUNNEL -DESMF_TESTWITHTHREADS -DSx86_64_small=1 -DESMF_OS_Linux=1 -DESMF_COMM=openmpi -DESMF_DIR=/glade/scratch/rlong/esmf-testing/gfortran_10.1.0_openmpi_O_develop", "./develop/cheyenne/gfortran/10.1.0/O/openmpi/4.0.5/summary.dat:192:ESMF_CXXCOMPILECPPFLAGS: -DESMF_NO_INTEGER_1_BYTE -DESMF_NO_INTEGER_2_BYTE -DESMF_VERSION_STRING_GIT='v8.3.0b09-3-ge20ebbf11d' -DESMF_MOAB=1 -DESMF_LAPACK=1 -DESMF_LAPACK_INTERNAL=1 -DESMF_NO_ACC_SOFTWARE_STACK=1 -DESMF_NETCDF=1 -DESMF_YAMLCPP=1 -DESMF_YAML=1 -DESMF_PIO=1 -DESMF_MPIIO -DESMF_NO_OPENACC -DESMF_TESTEXHAUSTIVE -DESMF_BOPT_O -DESMF_TESTCOMPTUNNEL -DESMF_TESTWITHTHREADS -DSx86_64_small=1 -DESMF_OS_Linux=1 -DESMF_COMM=openmpi -DESMF_DIR=/glade/scratch/rlong/esmf-testing/gfortran_10.1.0_openmpi_O_develop -D__SDIR__='' -DESMF_CXXSTD=11 -DESMF_NO_SIGUSR2", './develop/cheyenne/gfortran/10.1.0/O/openmpi/4.0.5/examples/ESMF_GridUsageEx.Log:8:20220317 063412.501 INFO             PET0 Running with ESMF Version   : v8.3.0b09-3-ge20ebbf11d', './develop/cheyenne/gfortran/10.1.0/O/openmpi/4.0.5/examples/ESMF_GridUsageEx.Log:27:20220317 063412.502 INFO             PET1 Running with ESMF Version   : v8.3.0b09-3-ge20ebbf11d', './develop/cheyenne/gfortran/10.1.0/O/openmpi/4.0.5/examples/ESMF_GridUsageEx.Log:46:20220317 063412.501 INFO             PET2 Running with ESMF Version   : v8.3.0b09-3-ge20ebbf11d', './develop/cheyenne/gfortran/10.1.0/O/openmpi/4.0.5/examples/ESMF_GridUsageEx.Log:65:20220317 063412.501 INFO             PET3 Running with ESMF Version   : v8.3.0b09-3-ge20ebbf11d']]
2022-03-17 17:09:59,213 root         DEBUG    finished reading logs
2022-03-17 17:09:59,213 root         INFO     missing summary data for v8.3.0b09, develop [cheyenne]
2022-03-17 17:09:59,214 root         INFO     finished summaries for branch develop on machine cheyenne
2022-03-17 17:09:59,214 root         INFO     generating summaries for jedwards/pio_update, [cheyenne]
2022-03-17 17:09:59,214 root         DEBUG    checking out cheyenne
2022-03-17 17:09:59,508 root         DEBUG    pulling from cheyenne
2022-03-17 17:09:59,863 root         INFO     finished summaries for branch jedwards/pio_update, on machine cheyenne
2022-03-17 17:09:59,863 root         INFO     generating summaries for jedwards/pio_update2 [cheyenne]
2022-03-17 17:09:59,863 root         DEBUG    checking out cheyenne
2022-03-17 17:09:59,910 root         DEBUG    pulling from cheyenne
2022-03-17 17:10:00,280 root         INFO     processing hash [0: v8.3.0b09-100-g5ff85a9]
2022-03-17 17:10:00,280 root         DEBUG    generating summary for [v8.3.0b09-100-g5ff85a9]
2022-03-17 17:10:00,281 root         DEBUG    fetching matching logs to determine build pass/fail
2022-03-17 17:10:00,433 root         DEBUG    matching logs: 0
2022-03-17 17:10:00,433 root         DEBUG    fetching matching summaries to extract test results
2022-03-17 17:10:00,477 root         DEBUG    matching summaries: 0
2022-03-17 17:10:01,029 root         ERROR    could not verify matches, grep returned 25 ...
[['./output.txt:1383:v8.3.0b09-100-g5ff85a9', './output.txt:1393:v8.3.0b09-100-g5ff85a9', './output.txt:1403:v8.3.0b09-100-g5ff85a9', './output.txt:1413:v8.3.0b09-100-g5ff85a9', './output.txt:1423:v8.3.0b09-100-g5ff85a9', './output.txt:1433:v8.3.0b09-100-g5ff85a9', './summary_output.txt:65:git hash = v8.3.0b09-100-g5ff85a9', './summary_output.txt:75:git hash = v8.3.0b09-100-g5ff85a9', './summary_output.txt:85:git hash = v8.3.0b09-100-g5ff85a9', './summary_output.txt:95:git hash = v8.3.0b09-100-g5ff85a9', './summary_output.txt:105:git hash = v8.3.0b09-100-g5ff85a9']]
2022-03-17 17:10:01,029 root         DEBUG    finished reading logs
2022-03-17 17:10:01,030 root         INFO     missing summary data for v8.3.0b09-100-g5ff85a9, jedwards/pio_update2 [cheyenne]
2022-03-17 17:10:01,030 root         INFO     processing hash [1: v8.3.0b09-96-g559b459]
2022-03-17 17:10:01,030 root         DEBUG    generating summary for [v8.3.0b09-96-g559b459]
2022-03-17 17:10:01,030 root         DEBUG    fetching matching logs to determine build pass/fail
2022-03-17 17:10:01,162 root         DEBUG    matching logs: 0
2022-03-17 17:10:01,162 root         DEBUG    fetching matching summaries to extract test results
2022-03-17 17:10:01,206 root         DEBUG    matching summaries: 0
2022-03-17 17:10:01,687 root         DEBUG    finished reading logs
2022-03-17 17:10:01,687 root         INFO     missing summary data for v8.3.0b09-96-g559b459, jedwards/pio_update2 [cheyenne]
2022-03-17 17:10:01,687 root         INFO     processing hash [2: v8.3.0b09-94-gba2d53f]
